FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
308,1,272,1,Apgar Flats Horse,DOQ 2002, ,20070605,Imagery, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,432,0.27,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46659,,{C81BF391-AB03-46FC-B0A0-354E5920065D},,Yes,,{3A26A1B8-748A-4EB1-9C05-97A93F303AA8},0.005049649
309,0,0,0,Apgar Transit Center Bike Path,NAIP 2011,Connects campground to village via Visitor Center,20070608,Imagery, ,Apgar Campground, Apgar Village,,,,T-000,Lake McDonald,1007,0.63,Yes,Apgar Transit Center Bike Path,,Apgar Bike Path,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 4: Highly Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,NAIP 2011,,,,0,,{BDACAB00-0DA5-468B-8A59-CF70F101946F},Apgar Bike Path,Yes,,{401124EA-AA3D-4D37-82AD-B0E9BE6ED5C1},0.012080017
310,1,6,2,Boulder Pass,Trimble Pro XRS, ,20050718,dGPS,BPTG,Kintla Tr Jct, Kintla Lake CG,,,,T-006,North Fork,4189,2.6,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{2C4C710C-516E-416A-9344-352F27D9E60F},,Yes,,{7C8F212F-0C93-4F07-9FE4-C7CACA6F1514},0.054129823
311,1,286,2,Apgar Mountain Horse Loops,Trimble GeoXT, ,20070619,dGPS, ,Figure 8 Loops, west of McDonald creek,,,,T-286,Lake McDonald,2841,1.77,Yes,Apgar Mountain Horse Loops,,Apgar Mountain Horse Loops,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46683,,{DC38CCCF-EC12-4F08-9927-1857FD512E48},,Yes,,{FBA18D0C-4052-4B56-87DF-9946E4A69E5A},0.032390862
312,1,286,1,Apgar Mountain Horse Loops,Trimble Pro XRS, ,20050811,dGPS, ,McDonald Cr/Apgar Mtn Horse Loops Access,,,,,T-286,Lake McDonald,694,0.43,Yes,Apgar Mountain Horse Loops,,Apgar Mountain Horse Loops,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46683,,{9F99F128-486D-4207-BCED-222C7CB2E061},,Yes,,{25D067DC-28FC-4712-A762-56F91DD747D9},0.007711869
313,1,286,3,Apgar Mountain Horse Loops,Trimble Pro XRS, ,20070620,dGPS, ,McDonald Creek Loop,,,,,T-286,Lake McDonald,966,0.6,Yes,Apgar Mountain Horse Loops,,Apgar Mountain Horse Loops,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46683,,{9E678076-4F94-417B-BFB2-14B803D8BDEF},,Yes,,{9474B5A8-83D6-4201-9512-C134DC4B355D},0.009456526
314,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20070726,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,169,0.11,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{20A59A44-9168-4307-AD8D-1634817A189E},,Yes,,{CBE2185C-576B-4273-85BA-44919167A64C},0.002021392
315,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20070726,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,105,0.07,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{D6112119-34A5-482E-9A90-64107C8C7AA6},,Yes,,{D031242E-937A-493F-8861-9E7977383830},0.000998543
316,1,270,2,Apgar Bike Trail,Trimble Pro XRS,Paved trail,20050728,dGPS, ,Paved Bike Path HQ/Camel's Hump, Apgar VC,,,,T-270,Lake McDonald,195,0.12,Yes,Apgar Bike Trail,,Apgar Bike Trail,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46657,,{93D9A0BD-869B-45DB-ABF2-7C9225063BAD},Apgar Bike Path,Yes,,{0667BEF3-1C76-4CC2-9FFC-387102B8C3EA},0.002216048
318,1,70,1,Loneman Lookout,Trimble Pro XRS, ,20070928,dGPS,LLT,South Boundary Tr Jct, Loneman LO,,,,T-070,Walton-Two Medicine,8739,5.43,Yes,Loneman Lookout,,Loneman Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46357,,{63F5B67B-AD99-49E6-AC06-267BA48C2D42},,Yes,,{DF9A48E2-9360-417C-BC4E-C5A6F287488A},0.093825106
319,1,67,6,South Boundary,Trimble Pro XRS, ,20070928,dGPS,PCT,Nyack Creek Tr Jct, Nyack Crossing Tr Jct,,,,T-067,Walton-Two Medicine,1215,0.75,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46353,,{9A01AA2D-8098-4D7D-B4F0-1343B54577C2},,Yes,,{0DF29D6A-46A7-45AB-A3B8-F719CD8F93DD},0.011642313
320,1,284,1,Nyack Crossing,Trimble Pro XRS, ,20070928,dGPS,NLTW,Middle Fork Flathead R, South Boundary Tr Jct,,,,T-284,Walton-Two Medicine,640,0.4,Yes,Nyack Crossing,,Nyack Crossing,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46680,,{6A661B00-05BA-4F92-9937-5AAAAAEC23B6},,Yes,,{11DE84D0-45D9-4B26-873F-B7C4ECA7E81D},0.006658708
321,1,67,5,South Boundary,Trimble Pro XRS, ,20070928,dGPS,SBTM,Loneman Lookout Tr Jct, Nyack Creek Trail Jct,,,,T-067,Walton-Two Medicine,574,0.36,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46353,,{43532B63-181C-4067-B0FF-9392801CE4FA},,Yes,,{B24D2F56-6555-4D68-BA98-F89CE0C82C90},0.006605327
322,3,34,1,Dutch Creek,Garmin GPS, ,20120409,Garmin,DLT,North Fork Road, Old West Lakes Tr Jct,,,,T-034,Lake McDonald,4948,3.07,Yes,Dutch Creek,,Dutch Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,44917,,{D980103F-382E-4653-841B-5B2CDB850B18},,Yes,,{6EFD0974-30FF-42E9-B869-0C361F9D0C43},0.056769354
324,3,1,1,Kishenehn Creek,Trimble GeoXT, ,20081022,dGPS,KIS,Kishenehn RS, Kintla Tr Jct,,,,T-001,North Fork,2845,1.77,Yes,Kishenehn Creek,,Kishenehn Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,44844,,{E492057F-58A2-4118-ADBF-2F66366B0A9B},,Yes,,{1B739DB0-99D8-45BC-B602-1FD17C5BC821},0.032132444
325,3,2,2,Kintla,Trimble GeoXT, ,20081022,dGPS,KIS,Old Lower Kintla Tr Jct, Old Starvation Cr Tr Jct,,,,T-002,North Fork,4079,2.53,Yes,Kintla,,Kintla,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,44854,,{2DAF2424-FBB3-4B04-8D18-EF4CE94C7D8B},,Yes,,{DBDC1EC9-F953-438E-B42E-4607FEF3AA0F},0.049898655
326,2,7,1,Kishenehn,Trimble GeoXT, ,20081022,dGPS,KIS,North Fork Rd, Kishenehn Patrol Cabin,,,,T-007,North Fork,7784,4.84,Yes,Kishenehn,,Kishenehn,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,44860,,{E61D3361-C31D-4DBD-B6C4-AC7B535DD4F4},,Yes,,{72540684-8676-41D2-87BE-B3CA1B6151E0},0.085320758
327,1,89,1,Ole Creek,Garmin GPS, ,20120919,Garmin,OCT,South Boundary Tr Jct, Fielding/CC Tr Jct,,,,T-089,Walton-Two Medicine,9180,5.7,Yes,Ole Creek,,Ole Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46396,,{940499FA-2FEC-4463-9401-2CF5F626C337},,Yes,,{3FE7B670-5629-4547-ADFC-E809DFCC89D2},0.113121456
328,1,35,1,Huckleberry Lookout,Trimble GeoXT, ,20090707,dGPS,HLO,Camas Rd, Huckleberry LO,,,,T-035,Lake McDonald,9325,5.79,Yes,Huckleberry Lookout,,Huckleberry Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,45395,,{0C3566B4-D9C0-455C-9367-D90F833A52A1},,Yes,,{3CD29B1D-C82E-45C8-B84B-134D6397A1D7},0.113160438
329,2,96,6,Mt Henry,Trimble Pro XRS,Continental Divide Trail,20110228,dGPS,MHT,Bald Hill Rd, Midvale Creek Rd,,,,T-096,Walton-Two Medicine,2397,1.49,Yes,Mt Henry,,Mt Henry,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46402,,{6C6E466F-493D-412B-AB5D-8B7BAEBD0DC8},Continental Divide Trail,Yes,,{2374D02B-1A01-42AB-B7E6-E06F15AC90B7},0.029676283
330,2,93,5,Autumn Creek,Trimble Pro XRS,Continental Divide Trail,20110228,dGPS,SACT,Boundary, Midvale Creek Rd (E Glacier),,,,T-093,Walton-Two Medicine,3286,2.04,Yes,Autumn Creek,,Autumn Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46400,,{12227808-2284-476B-9619-F7F7CEA75587},Continental Divide Trail,Yes,,{72231994-A822-4BAD-80B4-C9B153539B78},0.039752593
331,1,271,1,Huckleberry Mtn Interpretive,Border Imagery 2009, ,20090722,Imagery,HLO,Camas Road, End of Loop Tr,,,,T-271,Lake McDonald,1447,0.9,Yes,Huckleberry Mtn Interpretive,,Huckleberry Mtn Interpretive,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Border Imagery 2009,,,,46658,,{AF089F4D-B6D8-4E94-A0DE-EDE757FEF342},,Yes,,{155EE131-2F8A-4D39-862C-396BEE7B231E},0.015400172
332,1,285,1,Coal Creek Crossing,trails_rev2005, ,20040128,GPS-old,NLTW,US Hwy 2, Middle Fork Flathead R,,,,T-285,Walton-Two Medicine,569,0.35,Yes,Coal Creek Crossing,,Coal Creek Crossing,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,trails_rev2005,,,,46681,,{F2ED134B-F0D4-48FB-825F-4E70EF893639},,Yes,,{BFD4CB4F-41E6-4EEE-A623-1D0AE9B25542},0.005844916
333,2,134,1,Goat Haunt Overlook,Trimble GeoXT, ,20110805,dGPS,WLO,Waterton Valley Tr Jct, Goat Haunt OL,,,,T-134,Chief Mountain,1428,0.89,Yes,Goat Haunt Overlook,,Goat Haunt Overlook,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46477,,{C2740944-5865-40B8-A354-D4321C0B8318},,Yes,,{F6F38C3E-902C-4E12-94AB-B3210679A8EB},0.016472536
334,1,135,1,Waterton Lake,2009 Border Imagery, ,20110805,Imagery,WLT,Goat Haunt RS, Boulder Pass Tr Jct,,,,T-135,Chief Mountain,887,0.55,Yes,Waterton Lake,,Waterton Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46480,,{807429F1-871C-4B66-8421-3933C1021C7B},,Yes,,{E707F5F9-62AE-45B3-B06E-3E5503E3E4F5},0.010287722
335,1,135,4,Waterton Lake,Trimble GeoXT, ,20110830,dGPS,WLT,Waterton River Campground Spur,,,,,T-135,Chief Mountain,382,0.24,Yes,Waterton Lake,,Waterton Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46480,,{97C43739-9CD9-4724-ACFD-0A49A9494BBD},,Yes,,{67B2403F-83CB-496F-A593-98B73E39805C},0.004229049
336,1,148,3,Belly River,Trimble GeoXT,Continental Divide Trail - alternate route,20111007,dGPS,BRT,Belly R Horse Ford,,,,,T-148,Chief Mountain,829,0.51,Yes,Belly River,,Belly River,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46576,,{757785D3-A51F-40C9-ACD1-E2604E13E7AD},Continental Divide Trail - alternate route,Yes,,{9EE9B44C-1E96-4A53-9877-8D680D25579D},0.008867173
337,1,6,14,Boulder Pass,2009 Border Imagery, ,20120330,Imagery, ,Kintla Patrol Cabin Spur,,,,,T-006,North Fork,313,0.19,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,44793,,{4BE0B375-B07F-4C35-89F1-5CF9CDCCA0A2},,Yes,,{FDB25865-F3D0-4F77-9720-BC03933DD94B},0.003926476
338,1,281,1,Hole in the Wall CG,Imagery 2009, ,20120515,Imagery, ,Boulder Pass Tr Jct, Hole,,the,Wall CG,T-281,North Fork,1031,0.64,Yes,Hole in the Wall CG,,Hole in the Wall CG,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46673,,{2356B456-36F9-4A82-BC1D-BED5EE71162B},,Yes,,{4E986851-E20E-4B0B-A129-6E8BAD407A3B},0.01223768
339,1,6,7,Boulder Pass,Imagery 2009, ,20120515,Imagery,BPT,Boulder Pass, Hole in the Wall CG Tr Jct,,,,T-006,North Fork,4087,2.54,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,44793,,{664D392A-B8FF-4CFA-8C17-B359EB70340A},,Yes,,{AF8EF86C-22AF-44F8-8B7E-8E0B64ADB79C},0.046820808
340,1,6,8,Boulder Pass,Imagery 2009, ,20120515,Imagery,BPT,Hole in the Wall Campground Tr Jct, Bowman Lake Tr Jct,,,,T-006,North Fork,2592,1.61,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,44793,,{420F3DC9-85DF-4F15-A73A-A807265E67DE},,Yes,,{78C00F70-1FA7-4C85-AAAC-03A192E4EDA4},0.030368337
341,1,6,9,Boulder Pass,Trimble Pro XRS, ,20120515,dGPS,BPT,Bowman Lake Tr Jct, Hawksbill CG,,,,T-006,Chief Mountain,3005,1.87,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{E2337127-0D7A-4190-B9C7-5F3F88DF2BF0},,Yes,,{5B0F5F47-7267-4608-AFE0-A672EB9F3D40},0.036197361
342,1,155,1,Iceberg Lake,Imagery 2009, ,20120515,Imagery,PIT,Ptarmigan Tr Jct, Iceberg L,,,,T-155,Chief Mountain,3378,2.1,Yes,Iceberg Lake,,Iceberg Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46584,,{2F71E324-3084-4878-BB3B-4DCA12C15034},,Yes,,{5038F0EF-ABA0-43D3-9AD8-F4B1700899DA},0.039646698
343,1,154,1,Red Gap Pass,2009 Border Imagery,Continental Divide Trail - alternate route,20120517,Imagery,RGP,Ptarmigan Tr Jct, Red Gap Pass,,,,T-154,Chief Mountain,3992,2.48,Yes,Red Gap Pass,,Red Gap Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46583,,{5A207009-37CF-4BE9-8BE2-22C13FE83555},Continental Divide Trail - alternate route,Yes,,{9C4F4C7A-EA82-48CD-8968-DFF29AAEADEA},0.042379665
344,1,66,4,Flattop Mountain,2009 Border Imagery, ,20120517,Imagery,FMT,Flattop CG Spur Tr Jct, Fifty Mountain CG,,,,T-066,Lake McDonald,9886,6.14,Yes,Flattop Mountain,,Flattop Mountain,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46352,,{FC068F94-6F99-49D6-B41A-D1DC57899A84},,Yes,,{BC70EFF7-7463-4042-BF85-3913D61B4CE9},0.102344419
345,1,292,1,Ellen Wilson,2009 Border Imagery, ,20120517,Imagery,SPRT,Gunsight Pass Tr Jct, Ellen Wilson CG,,,,T-292,Lake McDonald,606,0.38,Yes,Ellen Wilson,,Ellen Wilson,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46692,,{7E9083EA-1511-4FAF-8013-926B475CCA03},,Yes,,{7C775187-AD10-432B-8648-612B077AFA05},0.007147772
346,1,52,9,Gunsight Pass,2009 Border Imagery, ,20120517,Imagery,SPRT,Gunsight Pass, Jackson Glacier Tr Jct,,,,T-052,Saint Mary,4428,2.75,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46153,,{8855A3C6-107E-49EC-89FE-EAD34D53CB85},,Yes,,{5DEB2748-4B24-422F-A3B3-7A5DB270C0AC},0.051989428
347,2,53,1,Jackson Glacier,2009 Border Imagery, ,20120517,Imagery, ,Gunsight Pass Tr Jct, Jackson Glacier,,,,T-053,Saint Mary,1727,1.07,Yes,Jackson Glacier,,Jackson Glacier,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46157,,{1C6BFE26-0617-4C15-871D-459BD1366F78},,Yes,,{EF9EB03F-6A3F-4EBC-92F5-4E8E1DDF1123},0.018562647
348,1,62,1,Granite Park,2009 Border Imagery, ,20120529,Imagery,GPT,Flattop Mountain Tr Jct, Loop Spur Jct,,,,T-062,Lake McDonald,1308,0.81,Yes,Granite Park,,Granite Park,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46185,,{DBE8A1DA-E033-42CD-9B89-258B2C2AE97B},,Yes,,{BF998B2A-9A67-4193-BF05-FFEEAE0EEC36},0.01493681
349,1,6,6,Boulder Pass,2009 Border Imagery, ,20120529,Imagery,BPTG,Boulder Pass Campgound Tr Jct, Boulder Pass,,,,T-006,North Fork,1017,0.63,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,44793,,{13315D95-99BB-4BE7-8DD5-A5DC36765E9A},,Yes,,{9B00FE4B-E81A-49DE-8AA4-BA307118A6DD},0.012975968
350,1,131,3,Stoney Indian Pass,Imagery 2009, ,20120529,Imagery,SIPT,Stoney Indian Pass, Mokowanis Junction CG,,,,T-131,Chief Mountain,7194,4.47,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46475,,{F0DBBAAF-740C-4F1C-8F3B-97A6654B6295},,Yes,,{3F0EA12A-08A5-4115-8784-774C93E059D6},0.084516403
351,1,157,3,Swiftcurrent Pass,Imagery 2009,Continental Divide Trail,20120529,Imagery,SPT,Swiftcurrent Horse/Foot Tr Jct, Swiftcurrent Lookout Tr Jct,,,,T-157,Chief Mountain,10566,6.57,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46585,,{54D93224-BD66-46E6-BC99-17082441DF30},Continental Divide Trail,Yes,,{0E046010-4843-465E-A688-B6545FD4BE3A},0.125003591
352,1,157,5,Swiftcurrent Pass,Imagery 2009,Continental Divide Trail,20120529,Imagery,SPT,Swiftcurrent Parking Lot, Swiftcurrent Horse Tr Jct,,,,T-157,Chief Mountain,337,0.21,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46585,,{06D0F845-C9A4-4E19-B88A-73396F3F39F1},Continental Divide Trail,Yes,,{BC6550FB-B4AB-47BC-8238-E4A9CC301BAC},0.00425008
353,1,157,2,Swiftcurrent Pass,Imagery 2009, ,20120529,Imagery,SPT,Horse Ford Tr Bypass,,,,,T-157,Chief Mountain,355,0.22,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46585,,{7D7B8576-B715-4616-8329-6445E023993A},,Yes,,{723AAAC7-03C7-4D93-82F2-A431B0758046},0.004252997
354,1,104,4,Triple Divide,Imagery 2009/Garmin GPS, ,20121001,Imagery,TDPT,Triple Divide Pass, Old Red Eagle Tr Jct,,,,T-104,Saint Mary,9514,5.91,Yes,Triple Divide,,Triple Divide,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009/Garmin GPS,,,,46410,,{A5FF986F-1C09-4C2F-B80E-3C2B8BA9DBD2},,Yes,,{37FFAC59-4E82-4A09-8A27-40DD455A464A},0.099012874
355,1,104,5,Triple Divide,Imagery 2009, ,20120529,Imagery,TDPT,Old Red Eagle Tr Jct, Head Red Eagle Lake CG,,,,T-104,Saint Mary,2238,1.39,Yes,Triple Divide,,Triple Divide,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Imagery 2009,,,,46410,,{69E376DD-DF9B-40EC-928A-9D593909335C},,Yes,,{8FABF507-5D0B-42B2-B2FB-6D581310160F},0.026240719
